"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Jun 17 10:59:55 GMT 2024","Mon Jun 17 11:00:18 GMT 2024","22092","tests","feature_profile_test","TestProfileFeature","","","Смена ФИО профиля",""
